,serum,virus,replicate,concentration,fraction infectivity
0,SD87_5,229E-1984,1,0.1,0.3343512555356203
1,SD87_5,229E-1984,1,0.03333333333333333,0.3509976201881595
2,SD87_5,229E-1984,1,0.011111111111111112,0.5022958785675344
3,SD87_5,229E-1984,1,0.003703703703703704,1.2283707408635842
4,SD87_5,229E-1984,1,0.0012345679012345679,1.2148862954539525
5,SD87_5,229E-1984,1,0.000411522633744856,0.8236728350385871
6,SD87_5,229E-1984,1,0.00013717421124828533,0.6633172370086016
7,SD87_5,229E-1984,2,0.1,0.34904190437261057
8,SD87_5,229E-1984,2,0.03333333333333333,0.5866088429181899
9,SD87_5,229E-1984,2,0.011111111111111112,0.7390786685061275
10,SD87_5,229E-1984,2,0.003703703703703704,0.8677368674800224
11,SD87_5,229E-1984,2,0.0012345679012345679,0.9590535569874521
12,SD87_5,229E-1984,2,0.000411522633744856,0.6950253312103366
13,SD87_5,229E-1984,2,0.00013717421124828533,0.9839218841021943
14,SD87_6,229E-1984,1,0.1,0.013481232247874063
15,SD87_6,229E-1984,1,0.03333333333333333,0.06233370412623546
16,SD87_6,229E-1984,1,0.011111111111111112,0.44206627318097597
17,SD87_6,229E-1984,1,0.003703703703703704,0.7017034791789843
18,SD87_6,229E-1984,1,0.0012345679012345679,1.1881976839324295
19,SD87_6,229E-1984,1,0.000411522633744856,0.7366255018627009
20,SD87_6,229E-1984,1,0.00013717421124828533,1.190241060778385
21,SD87_6,229E-1984,2,0.1,0.002649531140318232
22,SD87_6,229E-1984,2,0.03333333333333333,0.10284778434519422
23,SD87_6,229E-1984,2,0.011111111111111112,0.34997589651805483
24,SD87_6,229E-1984,2,0.003703703703703704,0.7832656273080493
25,SD87_6,229E-1984,2,0.0012345679012345679,1.45021166191959
26,SD87_6,229E-1984,2,0.000411522633744856,0.7161911001744615
27,SD87_6,229E-1984,2,0.00013717421124828533,0.9207616982867336
28,Nothing,229E-1984,1,0.1,1.1296645914816115
29,Nothing,229E-1984,1,0.03333333333333333,0.626453088009258
30,Nothing,229E-1984,1,0.011111111111111112,0.8623103932461166
31,Nothing,229E-1984,1,0.003703703703703704,0.9970885694586649
32,Nothing,229E-1984,1,0.0012345679012345679,1.556584760816102
33,Nothing,229E-1984,1,0.000411522633744856,0.8883001043722049
34,Nothing,229E-1984,1,0.00013717421124828533,0.9083529469504115
35,Nothing,229E-1984,2,0.1,1.0078511327845656
36,Nothing,229E-1984,2,0.03333333333333333,1.0645471516866456
37,Nothing,229E-1984,2,0.011111111111111112,0.6925770040511379
38,Nothing,229E-1984,2,0.003703703703703704,0.9448605455950679
39,Nothing,229E-1984,2,0.0012345679012345679,1.244676910234002
40,Nothing,229E-1984,2,0.000411522633744856,0.9190504414868086
41,Nothing,229E-1984,2,0.00013717421124828533,0.8596653699985276
42,FR1377,229E-1984,1,0.1,0.5608053620621519
43,FR1377,229E-1984,1,0.03333333333333333,0.8488952645648097
44,FR1377,229E-1984,1,0.011111111111111112,0.8723234178912695
45,FR1377,229E-1984,1,0.003703703703703704,1.2239229168558576
46,FR1377,229E-1984,1,0.0012345679012345679,1.2255412497658082
47,FR1377,229E-1984,1,0.000411522633744856,0.7085409984686997
48,FR1377,229E-1984,1,0.00013717421124828533,0.8002027155346249
49,FR1377,229E-1984,2,0.1,0.5642152506568313
50,FR1377,229E-1984,2,0.03333333333333333,0.6966456802018846
51,FR1377,229E-1984,2,0.011111111111111112,0.7715873413771764
52,FR1377,229E-1984,2,0.003703703703703704,1.007363931545915
53,FR1377,229E-1984,2,0.0012345679012345679,1.56586231184619
54,FR1377,229E-1984,2,0.000411522633744856,0.7562992815840195
55,FR1377,229E-1984,2,0.00013717421124828533,1.1626171215674392
56,SD87_1,229E-1984,1,0.1,0.056320953569040294
57,SD87_1,229E-1984,1,0.03333333333333333,0.43489794717408337
58,SD87_1,229E-1984,1,0.011111111111111112,0.4801542356277296
59,SD87_1,229E-1984,1,0.003703703703703704,0.5486345425277513
60,SD87_1,229E-1984,1,0.0012345679012345679,0.9629756317425161
61,SD87_1,229E-1984,1,0.000411522633744856,1.0478308911308907
62,SD87_1,229E-1984,1,0.00013717421124828533,1.1448091327054921
63,SD87_1,229E-1984,2,0.1,0.08214873706068913
64,SD87_1,229E-1984,2,0.03333333333333333,0.3403336344182041
65,SD87_1,229E-1984,2,0.011111111111111112,0.5380423613459859
66,SD87_1,229E-1984,2,0.003703703703703704,0.718084283773808
67,SD87_1,229E-1984,2,0.0012345679012345679,1.0263147699666353
68,SD87_1,229E-1984,2,0.000411522633744856,1.3204173306606994
69,SD87_1,229E-1984,2,0.00013717421124828533,1.0746919628040024
70,SD87_2,229E-1984,1,0.1,0.01916015220188258
71,SD87_2,229E-1984,1,0.03333333333333333,0.11659176908066987
72,SD87_2,229E-1984,1,0.011111111111111112,0.3520693617966386
73,SD87_2,229E-1984,1,0.003703703703703704,0.5786062711930259
74,SD87_2,229E-1984,1,0.0012345679012345679,1.0323413993912895
75,SD87_2,229E-1984,1,0.000411522633744856,0.9808203357079796
76,SD87_2,229E-1984,1,0.00013717421124828533,0.8895172116460471
77,SD87_2,229E-1984,2,0.1,0.015059852256240394
78,SD87_2,229E-1984,2,0.03333333333333333,0.14876706212467528
79,SD87_2,229E-1984,2,0.011111111111111112,0.3431613695784601
80,SD87_2,229E-1984,2,0.003703703703703704,0.516057371535314
81,SD87_2,229E-1984,2,0.0012345679012345679,0.839880450116838
82,SD87_2,229E-1984,2,0.000411522633744856,1.2453711055708867
83,SD87_2,229E-1984,2,0.00013717421124828533,1.100272480185592
84,SD87_3,229E-1984,1,0.1,0.1956783581593427
85,SD87_3,229E-1984,1,0.03333333333333333,0.6450265418612275
86,SD87_3,229E-1984,1,0.011111111111111112,0.8728302551025581
87,SD87_3,229E-1984,1,0.003703703703703704,0.6605954273725333
88,SD87_3,229E-1984,1,0.0012345679012345679,0.7987315541957266
89,SD87_3,229E-1984,1,0.000411522633744856,1.2217038595867782
90,SD87_3,229E-1984,1,0.00013717421124828533,0.9526678307999558
91,SD87_3,229E-1984,2,0.1,0.2678882184323832
92,SD87_3,229E-1984,2,0.03333333333333333,0.45804443041249865
93,SD87_3,229E-1984,2,0.011111111111111112,0.7036447567167053
94,SD87_3,229E-1984,2,0.003703703703703704,0.6347786935763657
95,SD87_3,229E-1984,2,0.0012345679012345679,0.8183535339123106
96,SD87_3,229E-1984,2,0.000411522633744856,1.5027057641160042
97,SD87_3,229E-1984,2,0.00013717421124828533,1.612115502400312
98,SD87_4,229E-1984,1,0.1,0.0008349203990411125
99,SD87_4,229E-1984,1,0.03333333333333333,0.03147660178240998
100,SD87_4,229E-1984,1,0.011111111111111112,0.0998476628270572
101,SD87_4,229E-1984,1,0.003703703703703704,0.20519153429318235
102,SD87_4,229E-1984,1,0.0012345679012345679,1.135066233394406
103,SD87_4,229E-1984,1,0.000411522633744856,1.0738035614141268
104,SD87_4,229E-1984,1,0.00013717421124828533,1.3183296246069338
105,SD87_4,229E-1984,2,0.1,0.002072636119399483
106,SD87_4,229E-1984,2,0.03333333333333333,0.0229465902838947
107,SD87_4,229E-1984,2,0.011111111111111112,0.0898337746165536
108,SD87_4,229E-1984,2,0.003703703703703704,0.36981892175826214
109,SD87_4,229E-1984,2,0.0012345679012345679,0.6494208180454936
110,SD87_4,229E-1984,2,0.000411522633744856,1.1409806937372637
111,SD87_4,229E-1984,2,0.00013717421124828533,1.1471632520150874
112,SD86_3,229E-1984,1,0.1,0.35187025958925977
113,SD86_3,229E-1984,1,0.03333333333333333,0.5500028189286081
114,SD86_3,229E-1984,1,0.011111111111111112,1.156532604540501
115,SD86_3,229E-1984,1,0.003703703703703704,0.9905789026642458
116,SD86_3,229E-1984,1,0.0012345679012345679,0.8480091841953491
117,SD86_3,229E-1984,1,0.000411522633744856,0.9636608263527485
118,SD86_3,229E-1984,1,0.00013717421124828533,0.9658291745540067
119,SD86_3,229E-1984,2,0.1,0.2720114703632081
120,SD86_3,229E-1984,2,0.03333333333333333,0.9736446757071365
121,SD86_3,229E-1984,2,0.011111111111111112,0.908841938299851
122,SD86_3,229E-1984,2,0.003703703703703704,1.108416647834862
123,SD86_3,229E-1984,2,0.0012345679012345679,1.0185207351708978
124,SD86_3,229E-1984,2,0.000411522633744856,1.193266131095533
125,SD86_3,229E-1984,2,0.00013717421124828533,0.9690357368209718
126,SD86_4,229E-1984,1,0.1,0.08584699354792069
127,SD86_4,229E-1984,1,0.03333333333333333,0.5488155525265891
128,SD86_4,229E-1984,1,0.011111111111111112,0.7378228645438103
129,SD86_4,229E-1984,1,0.003703703703703704,0.6892648323190134
130,SD86_4,229E-1984,1,0.0012345679012345679,1.3191779927527558
131,SD86_4,229E-1984,1,0.000411522633744856,1.272313540879689
132,SD86_4,229E-1984,1,0.00013717421124828533,0.9687718694430104
133,SD86_4,229E-1984,2,0.1,0.14833758050038254
134,SD86_4,229E-1984,2,0.03333333333333333,0.7061449327270979
135,SD86_4,229E-1984,2,0.011111111111111112,0.6612996171555399
136,SD86_4,229E-1984,2,0.003703703703703704,0.9302911526882726
137,SD86_4,229E-1984,2,0.0012345679012345679,1.270879354059436
138,SD86_4,229E-1984,2,0.000411522633744856,1.1258491832490045
139,SD86_4,229E-1984,2,0.00013717421124828533,0.7834451901565995
140,SD86_5,229E-1984,1,0.1,0.008488309748001422
141,SD86_5,229E-1984,1,0.03333333333333333,0.08355967671863444
142,SD86_5,229E-1984,1,0.011111111111111112,0.3644382570592296
143,SD86_5,229E-1984,1,0.003703703703703704,0.7201957468693748
144,SD86_5,229E-1984,1,0.0012345679012345679,1.056100852040872
145,SD86_5,229E-1984,1,0.000411522633744856,0.9764892499495833
146,SD86_5,229E-1984,1,0.00013717421124828533,0.8787357310847244
147,SD86_5,229E-1984,2,0.1,0.010229347020657498
148,SD86_5,229E-1984,2,0.03333333333333333,0.09723645504803786
149,SD86_5,229E-1984,2,0.011111111111111112,0.40374400200836436
150,SD86_5,229E-1984,2,0.003703703703703704,0.7217386561104661
151,SD86_5,229E-1984,2,0.0012345679012345679,0.8225295711503096
152,SD86_5,229E-1984,2,0.000411522633744856,1.0874241115368524
153,SD86_5,229E-1984,2,0.00013717421124828533,0.9797281018757529
154,SD86_6,229E-1984,1,0.1,0.015759700710270916
155,SD86_6,229E-1984,1,0.03333333333333333,0.2764606195673442
156,SD86_6,229E-1984,1,0.011111111111111112,0.40588359474401914
157,SD86_6,229E-1984,1,0.003703703703703704,0.7608204952375015
158,SD86_6,229E-1984,1,0.0012345679012345679,1.0562477556394658
159,SD86_6,229E-1984,1,0.000411522633744856,0.7983481372900181
160,SD86_6,229E-1984,1,0.00013717421124828533,1.1848849882406929
161,SD86_6,229E-1984,2,0.1,0.03225437217232052
162,SD86_6,229E-1984,2,0.03333333333333333,0.22494387015683193
163,SD86_6,229E-1984,2,0.011111111111111112,0.5727946504476028
164,SD86_6,229E-1984,2,0.003703703703703704,0.5345583097611089
165,SD86_6,229E-1984,2,0.0012345679012345679,0.7363570083898278
166,SD86_6,229E-1984,2,0.000411522633744856,1.0983923836126068
167,SD86_6,229E-1984,2,0.00013717421124828533,0.8898697871852235
168,SD85_5,229E-1984,1,0.1,0.027854976422230258
169,SD85_5,229E-1984,1,0.03333333333333333,0.12608979011253837
170,SD85_5,229E-1984,1,0.011111111111111112,0.39163627019574937
171,SD85_5,229E-1984,1,0.003703703703703704,0.9312788405263589
172,SD85_5,229E-1984,1,0.0012345679012345679,0.9010423682210538
173,SD85_5,229E-1984,1,0.000411522633744856,0.7027995426247095
174,SD85_5,229E-1984,1,0.00013717421124828533,1.128779372545939
175,SD85_5,229E-1984,2,0.1,0.019383214399043606
176,SD85_5,229E-1984,2,0.03333333333333333,0.16162405331197047
177,SD85_5,229E-1984,2,0.011111111111111112,0.31544766244830114
178,SD85_5,229E-1984,2,0.003703703703703704,1.065781924278744
179,SD85_5,229E-1984,2,0.0012345679012345679,0.6573494065236062
180,SD85_5,229E-1984,2,0.000411522633744856,0.8574772081866985
181,SD85_5,229E-1984,2,0.00013717421124828533,1.0800469175164598
182,SD85_6,229E-1984,1,0.1,0.19312222804389376
183,SD85_6,229E-1984,1,0.03333333333333333,0.43751693760220395
184,SD85_6,229E-1984,1,0.011111111111111112,0.5411346617861716
185,SD85_6,229E-1984,1,0.003703703703703704,1.234957629860559
186,SD85_6,229E-1984,1,0.0012345679012345679,0.7560870720389513
187,SD85_6,229E-1984,1,0.000411522633744856,0.804676126537457
188,SD85_6,229E-1984,1,0.00013717421124828533,1.001988305836111
189,SD85_6,229E-1984,2,0.1,0.11829915356175605
190,SD85_6,229E-1984,2,0.03333333333333333,0.5980239353932102
191,SD85_6,229E-1984,2,0.011111111111111112,0.542247807029235
192,SD85_6,229E-1984,2,0.003703703703703704,0.6323396398430299
193,SD85_6,229E-1984,2,0.0012345679012345679,0.7729972874946708
194,SD85_6,229E-1984,2,0.000411522633744856,1.0448277945550453
195,SD85_6,229E-1984,2,0.00013717421124828533,0.9421170039427509
196,SD86_1,229E-1984,1,0.1,0.5664642200887026
197,SD86_1,229E-1984,1,0.03333333333333333,0.771274619837584
198,SD86_1,229E-1984,1,0.011111111111111112,0.8321730962177585
199,SD86_1,229E-1984,1,0.003703703703703704,1.2109030670717942
200,SD86_1,229E-1984,1,0.0012345679012345679,0.7163992264107808
201,SD86_1,229E-1984,1,0.000411522633744856,1.1243509021533804
202,SD86_1,229E-1984,1,0.00013717421124828533,0.7697032575438464
203,SD86_1,229E-1984,2,0.1,0.5449276431823716
204,SD86_1,229E-1984,2,0.03333333333333333,0.6226123764463886
205,SD86_1,229E-1984,2,0.011111111111111112,0.5907613209750043
206,SD86_1,229E-1984,2,0.003703703703703704,1.0170861020478301
207,SD86_1,229E-1984,2,0.0012345679012345679,0.9971750400079089
208,SD86_1,229E-1984,2,0.000411522633744856,0.7527186583354138
209,SD86_1,229E-1984,2,0.00013717421124828533,0.9439048538771286
210,SD86_2,229E-1984,1,0.1,0.16431233349814403
211,SD86_2,229E-1984,1,0.03333333333333333,0.5693427086679542
212,SD86_2,229E-1984,1,0.011111111111111112,0.6717223790174254
213,SD86_2,229E-1984,1,0.003703703703703704,0.8255123889338658
214,SD86_2,229E-1984,1,0.0012345679012345679,0.7785532892988885
215,SD86_2,229E-1984,1,0.000411522633744856,0.8286757890920782
216,SD86_2,229E-1984,1,0.00013717421124828533,0.8540355971757388
217,SD86_2,229E-1984,2,0.1,0.24059361370831459
218,SD86_2,229E-1984,2,0.03333333333333333,0.3563645064531438
219,SD86_2,229E-1984,2,0.011111111111111112,0.7335595164855317
220,SD86_2,229E-1984,2,0.003703703703703704,0.8196281666160976
221,SD86_2,229E-1984,2,0.0012345679012345679,0.9280413734298054
222,SD86_2,229E-1984,2,0.000411522633744856,0.8052278953326516
223,SD86_2,229E-1984,2,0.00013717421124828533,0.7026751381859012
224,SD85_1,229E-1984,1,0.1,0.25995308797830596
225,SD85_1,229E-1984,1,0.03333333333333333,0.5215382914513457
226,SD85_1,229E-1984,1,0.011111111111111112,0.9673426194540662
227,SD85_1,229E-1984,1,0.003703703703703704,0.6969695068558711
228,SD85_1,229E-1984,1,0.0012345679012345679,0.7599158063325246
229,SD85_1,229E-1984,1,0.000411522633744856,0.8225000022525952
230,SD85_1,229E-1984,1,0.00013717421124828533,0.7319562303304389
231,SD85_1,229E-1984,2,0.1,0.33121314556064624
232,SD85_1,229E-1984,2,0.03333333333333333,0.4665993110461393
233,SD85_1,229E-1984,2,0.011111111111111112,1.0676817177153186
234,SD85_1,229E-1984,2,0.003703703703703704,0.7853810724358934
235,SD85_1,229E-1984,2,0.0012345679012345679,1.1128735129734286
236,SD85_1,229E-1984,2,0.000411522633744856,0.9351658045233914
237,SD85_1,229E-1984,2,0.00013717421124828533,0.8587737606363122
238,SD85_2,229E-1984,1,0.1,0.5518236814807955
239,SD85_2,229E-1984,1,0.03333333333333333,0.8181299729957232
240,SD85_2,229E-1984,1,0.011111111111111112,1.2668172543965253
241,SD85_2,229E-1984,1,0.003703703703703704,1.0049177286492872
242,SD85_2,229E-1984,1,0.0012345679012345679,1.2657720783383137
243,SD85_2,229E-1984,1,0.000411522633744856,1.1549560248362138
244,SD85_2,229E-1984,1,0.00013717421124828533,1.0360304770599966
245,SD85_2,229E-1984,2,0.1,0.7717919593712328
246,SD85_2,229E-1984,2,0.03333333333333333,1.1262348682460575
247,SD85_2,229E-1984,2,0.011111111111111112,0.9533064011555603
248,SD85_2,229E-1984,2,0.003703703703703704,0.8348756317448481
249,SD85_2,229E-1984,2,0.0012345679012345679,0.9466351001636487
250,SD85_2,229E-1984,2,0.000411522633744856,1.0502535971692988
251,SD85_2,229E-1984,2,0.00013717421124828533,1.1940156176556493
252,SD85_3,229E-1984,1,0.1,0.0015971495976967061
253,SD85_3,229E-1984,1,0.03333333333333333,0.04715185335594088
254,SD85_3,229E-1984,1,0.011111111111111112,0.19406616664478105
255,SD85_3,229E-1984,1,0.003703703703703704,0.5323694453730599
256,SD85_3,229E-1984,1,0.0012345679012345679,0.7513807283927716
257,SD85_3,229E-1984,1,0.000411522633744856,0.9939098835768689
258,SD85_3,229E-1984,1,0.00013717421124828533,0.898378850978473
259,SD85_3,229E-1984,2,0.1,0.0006898326985796411
260,SD85_3,229E-1984,2,0.03333333333333333,0.01598802047815193
261,SD85_3,229E-1984,2,0.011111111111111112,0.16025344643229564
262,SD85_3,229E-1984,2,0.003703703703703704,0.44308672392514864
263,SD85_3,229E-1984,2,0.0012345679012345679,0.6259222457522053
264,SD85_3,229E-1984,2,0.000411522633744856,0.9219583882591134
265,SD85_3,229E-1984,2,0.00013717421124828533,0.8425371243319362
266,SD85_4,229E-1984,1,0.1,0.5230138212908536
267,SD85_4,229E-1984,1,0.03333333333333333,0.9132436985460162
268,SD85_4,229E-1984,1,0.011111111111111112,1.1627307506838793
269,SD85_4,229E-1984,1,0.003703703703703704,1.0261803848322084
270,SD85_4,229E-1984,1,0.0012345679012345679,0.9782958863752826
271,SD85_4,229E-1984,1,0.000411522633744856,0.9873196910160196
272,SD85_4,229E-1984,1,0.00013717421124828533,1.0821348642788198
273,SD85_4,229E-1984,2,0.1,0.40783554796248733
274,SD85_4,229E-1984,2,0.03333333333333333,0.9574707271232619
275,SD85_4,229E-1984,2,0.011111111111111112,1.4854644586841927
276,SD85_4,229E-1984,2,0.003703703703703704,0.7761156307051971
277,SD85_4,229E-1984,2,0.0012345679012345679,1.0066616586372894
278,SD85_4,229E-1984,2,0.000411522633744856,1.1960001117287227
279,SD85_4,229E-1984,2,0.00013717421124828533,1.405538716272808
